"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 05 10:09:09 CST 2022","Sat Mar 05 10:09:16 CST 2022","6105","case","test_get_baidu","","","","打开百度搜索测试",""
